어플 이름,리뷰 내용,별점,리뷰 작성 시 앱 버전
AI 그림일기,아주 좋습니다!,5,2.0.24
AI 그림일기,간단히 작성하기 좋네요 사진도 올릴 수 있어 좋아요,5,2.0.24
AI 그림일기,일기인데 텍스트를 직접 쳐야함. 쓰는 맛이없음. 노트펜이나 애플펜쓰는사람들은 필기될줄알고 많이 다운받았을텐데 속은기분. 그리고 남의일기를 왜봐야함? 필요없는 GUI는 전부 없애버리고 그냥 내 일기만 쓰고싶음. 첫 어플 키자마자 설명서 읽었는데 막상 일기 쓰는게 어딨는지는 안나와있어서 하단에 아이콘 찾느라 시간버림. 이거 쓸빠엔 그냥 개인 노트에 쓰는게 편할듯. 설치15분만에 삭제함,1,2.0.24
AI 그림일기,일기장을 주제별로 만들어서 쓰니 정리도되고 좋아요. 꾸쥰히 잘쓰고 있어요.동영상 올릴수있으면 더 좋을것같기도히네요.,5,2.0.24
AI 그림일기,탈퇴가 자꾸 토큰이 없다 뭐하다하면서 안되는데.. 재로그인해봐도 안되구요.. 어찌 해야하나요..,5,2.0.24
AI 그림일기,내하루 하루를 기록하게 해 줘서 감사합니다~,5,2.0.24
AI 그림일기,간편하게 기록하는 일기 습관 되겠어요,5,2.0.24
AI 그림일기,신박한 아이디어인것 같습니다ㆍ맘에들어요~^^,5,2.0.24
AI 그림일기,간편하고 그림 일기쓰는듯한 느낌이 좋아요~^^,5,2.0.24
AI 그림일기,사진과 폰트가 어우러져서 평범한 글도 특별해진 느낌이 들어요. 10초 이내라도 짧은 영상이 들어갈 수 있다면 추억하기 더 좋을거 같아요. 며칠간 푹빠져있습니다. 소소한 일상 일기 쓰기 딱인거 같아요. 부담스럽지않고. 좋은 앱 개발해주셔서 감사합니다.,5,2.0.24
AI 그림일기,여자친구랑 함께 쓰기에 좋네요~ 마치 둘만의 인스타그램이라고 해야하나 ㅎㅎ (+) 답글 감사드립니다 ;) 추가로 어플 사용하기도 너무 편리하고 애니메이션 하나하나가 다 고급지네요! 그리고 나중에 pdf로 만들수있는것도 진짜 대박입니다!,5,2.0.24
AI 그림일기,잘못 넘기면 자꾸 스토리 맨끝으로 가서 너무 화나요. 애초에 읽던 페이지에서 맨뒤로 가는 기능이 왜 필요한지를 모르겠습니다. 두페이지 읽다 맨뒤로 가고 다시 읽던 곳 찾고 불편합니다. 아예 없애도될 기능같아요,2,2.0.24
AI 그림일기,좋네요. 생각 정리하기에.. 부담되지 않고..,5,2.0.24
AI 그림일기,gooood,5,2.0.24
AI 그림일기,아이 육아일기 쓰다말다 한 공책이 여러권인데 세줄일기 너무 좋네요^^ 일기장으로 남기고 싶은데 언제부터 가능할까요 꼭 만들어주세요~~~,5,2.0.24
AI 그림일기,삶이 풍요로워져요,5,2.0.24
AI 그림일기,평범한 일상이 추억거리가 됩니다,5,2.0.24
AI 그림일기,gif 지원해주세요 ㅠㅠㅠ 사진하나만 올리는 것도 아쉬운데 여러개 움짤로 올리고 싶어요,3,2.0.24
AI 그림일기,좋네요.,5,2.0.24
AI 그림일기,갑자기 어플이 계속 튕겨요 ㅠㅠ,1,2.0.24
AI 그림일기,앱이 안켜집니다. 회원정보를 불러오는 중 이라는 대기 화면만 계속되고 넘어가지지 않습니다.,3,
AI 그림일기,짧기때문에 더 많은 생각을 하게 되는 일기,5,2.0.24
AI 그림일기,만들어주셔서 감사합니다.,5,2.0.24
AI 그림일기,추천으로알았지만 정말좋은거 같아요♡,5,2.0.24
AI 그림일기,어떻게 하면 일기를 쓸게 될까에 대해 많은 고민을 한 앱. 덕분에 잘 쓰고 있습니다. 감사합니다!,5,2.0.24
AI 그림일기,들어갈때마다 읽기방식 선택팝업이 뜨는게 불편합니다. 그 밖에는 아직 불편한 점은 없구요.,4,2.0.24
AI 그림일기,개인적으로 자신을 뒤돌아볼수있는 소중한 시간을 얻을수 있어서 좋습니다!,5,2.0.24
AI 그림일기,일기를 책자로만들고싶은데 어찌해야할까요? (파일다운말구요ㅡㅜ) 알려주세요 신청하면 일기장으로 인쇄되어 책으로 나오면 너무 좋을듯요 돈이 얼마가 들어도 꼭 하고파요♡ 없는기능이면 만들어주세용ㅋㅋ,4,2.0.24
AI 그림일기,평소에 원하던 꿈꾸던 앱입니다. 소중한 내일상을 더 잘 기억하기 위해.. 세줄일기.. 굿~,5,2.0.24
AI 그림일기,친구랑 좋은 추억 쌓을수 있어서 좋아요! 서로 멀리 떨어져있는데 뭐하는지 어떻게 살고있는지도 알 수 있고 혼자쓰는일기보다 훨씬 재미있어요! 그런데 친구를 더 추가할 수 있었으면 좋겠어요. 친구들이 3명 이상이어서 다른친구들이랑은 함께 못써서 아쉬워요. 그거 말고는 너무 만족해요!,5,2.0.24
AI 그림일기,좋아요~~ 속도만 더 개선해주셨으면 좋겠어요~~,5,2.0.24
AI 그림일기,처음 쓰는 사람들에게 쉬운것은 아니다.,3,2.0.24
AI 그림일기,Simple is the best,5,2.0.24
AI 그림일기,일기 4명이상이서도 쓸 수 있게 해주세요 그거 빼면 완벽해요,4,2.0.24
AI 그림일기,심플하게 되있어서 쓰기 어렵지 않고 자신의 일기뿐만 아닌 다른 사람의 경험을 세줄로 읽을 수 있어서 좋습니다,5,2.0.24
AI 그림일기,일기를 쓰기에 굉장히 좋은 앱이라고 생각합니다. 처음 친구들과 교환일기를 쓰려 설치하였는데 그룹식의 일기 제한 인원이 셋인것이 조금 걸렸습니다. 셋보다는 많은 친구들과 다함께 일기를 쓰려하는 점에서 아쉬웠습니다. 혹시나 이 점을 개발자분께서 인지하시고 인원을 조금 늘려주실 수 있으신가해서 리뷰를 남깁니다. 감사합니다!,5,
AI 그림일기,젛아여,5,2.0.24
AI 그림일기,회원탈퇴가 잘 안되는거 같지만 마음돌려 쓰기 시작해보니 좋은 앱 이네요~,5,2.0.24
AI 그림일기,암호 잊어버린경우 앱 삭제 후 재설치 로그인 하라고 해서 재설치 까지 했는데 계속 암호 잠금 화면만 나오네요 어떻게든 해주세요 일기늘 쓸수도 볼수도 없어요,4,2.0.24
AI 그림일기,너무 잘쓰고 있습니다~!! 궁금한게 있는데 혹시 PDF저장소 이전 만들었던 내용들은 어떻게 지울수 있나요?,5,2.0.24
AI 그림일기,세줄일기 입문자입니다. 하루를 정리할수 있어 정말 좋네요 ^^ 다만 수정기능중에 제 해시태그 설정은 바꿀수 없는건가요? 아님 제가 찾질 못하는 것인지 궁금합니다.,5,2.0.24
AI 그림일기,월 결제..... ㅠ..ㅠ,4,2.0.24
AI 그림일기,3줄이라 매일 쓰기 부담스럽지도 않고 좋아요😊 세줄일기와 매일 일기쓰기 실천 중😆,5,2.0.24
AI 그림일기,어제앱다운만받았는데.매달결제되는건가여? 환불처리가어떻게되는지궁금합니다,5,2.0.24
AI 그림일기,친구랑 같이 일기쓰려고 깔았는데 혼자 쓰기도 감성돋고 좋네요 예뻐요 잘쓸게요,5,2.0.24
AI 그림일기,육아 일기 쓰기 참 좋아요 근데 출판할때 어떻게 해야하는거죠? 유료회원이 되야 가능한건가요? 유료회원 월 2회 다운로드인데 그 달것만 가능한건지 아니면 여러 달것을 다운로드 할 수 있는 건지 궁금해요,4,2.0.24
AI 그림일기,좋은 어플 개발 감사합니다,5,2.0.24
AI 그림일기,덕분에 일기를 쓰네요 딱 세줄이라 아쉬울때도있지만 유용하게 잘쓰고있어요,5,2.0.24
AI 그림일기,하루하루 글 쓰고 소통하는 재미가 쏠쏠합니다.,5,2.0.24
AI 그림일기,앱은 좋은것 같은데.. 앱이 튕겨요... 자꾸 앱자체가 로그인하자마자 꺼져요.. ㅠㅠ 제 기종은 삼성 SM-N950N입니다. KT구요...,3,2.0.24
AI 그림일기,굿!!,5,2.0.24
AI 그림일기,숨은글 내용량을 늘려 주세요.,4,2.0.24
AI 그림일기,간단하고 좋아요,5,2.0.24
AI 그림일기,기록과 감정의 기억 사이,5,2.0.24
AI 그림일기,짧고 쉽고 갬성 돋네요,5,2.0.24
AI 그림일기,참좋네요,5,2.0.24
AI 그림일기,일기을다시써보니새롭네용^^,5,2.0.24
AI 그림일기,저 자신만의 이야기들만을 쓰려고 깔았는데 앱을 탭하면 메인에 광고처럼 뜨는게 넘들 이야기네요. 남들이야기 싫어요. 게다 노출되는 거면 온통 자기 자랑과 가식들이 난무하겠죠. 제꺼는 비공개로 해놨고 뜨는 것들은 안보면 그만이지만 기분나빠 들어왔는데 넘들 웃는 사진보면 화나요. 그래서 지웁니다.,1,2.0.24
AI 그림일기,정말 좋은 아이디어 같아요..거창하게 육아일기 쓰기엔 시간도 여유도 없었는데 처음 아들 사진넣고 세줄 적다 눈물났네요..여행 가서 그때그때 사진과 매칭해서 기록하기도 너무 좋은 앱이네요,5,2.0.24
AI 그림일기,기억할수 있어 좋아요.,4,2.0.24
AI 그림일기,"소소한 감정의 공유, 자잘한 기록, 개인적인 삶을 남기기엔 좋은 어플",5,2.0.24
AI 그림일기,부담되지않고 일상을 기록할수있어서 긋!,5,2.0.24
AI 그림일기,네명이서 같이쓰는것도 만들어주세요...,3,2.0.24
AI 그림일기,돼게 감성 있고 약간 예쁜 배경같은거 할수있을것같아요,5,2.0.24
AI 그림일기,쓴 일기들을 인스타그램 피드처럼 볼 수 있게 해주시면 좋겠어요,4,2.0.24
AI 그림일기,굿굿 넘 좋은 앱,5,2.0.24
AI 그림일기,깔끔하면서도 감성적이고 좋습니다. 손글씨로 일기를 쓸 시간이 없어서 핑계만 댔는데 덕분에 짧지만 꾸준하게 기록을 남길 수 있습니다. 감사히 잘 쓸게요:),5,2.0.24
AI 그림일기,좋아요~♡,5,2.0.24
AI 그림일기,간단하게 쓸수있어서 좋아요,5,2.0.24
AI 그림일기,좋아요,5,2.0.24
AI 그림일기,good,5,2.0.24
AI 그림일기,조아요,5,2.0.24
AI 그림일기,매일 사용하는데 알림같은게 도움이 되고 시간 될 때마다 쓰고 읽으면 그나마 제 삶이 약간씩 보여요. 예전에 작가님이 추천해주셔서 했는데 잘 쓰고 있습니다.,5,
AI 그림일기,꾸준히 기록하게 해주는 좋은 앱입니다. 계속 사용할 생각있어요. 책으로 만들 수 있는 기능이 있으면 좋겠어요.,5,2.0.24
AI 그림일기,일기를 써서 동일한 날짜가 있다해서 뒤에 순서로 둿는데 자꾸 앞으로 가네요? 이거 왜이런거죠? 순서가 맞지않게 지맘대로 바뀌내요;; 어떻게 해결방법을 주시든 고쳐주시든해주세요.,3,2.0.24
AI 그림일기,새줄일기 서진도 넣을 수 있고 좋아요. 일상을 이렇게나마 기억하고 추억할 수 있다는게 좋으네요.,5,2.0.24
AI 그림일기,좋은앱이에요. ㅎㅎ정말 감사합니다.,5,2.0.24
AI 그림일기,좋아요,5,2.0.24
AI 그림일기,글을 단순화시키려 더많은생각을 하게하네요,5,2.0.24
AI 그림일기,짧지만 깊이있는 일기장,5,2.0.24
AI 그림일기,그냥 지나가는 나날을 기억하고 기록하게되는 신비함.,5,2.0.24
AI 그림일기,더할나위없는 일기장입니다...,5,2.0.24
AI 그림일기,거의 4년째 쓰고 있어요! 세줄일기가 좋은 습관을 만들어 준 것 같아서 고맙기도 하네요ㅎ.ㅎ 리뷰도 처음 남겨봐요...ㅎㅎ,5,2.0.24
AI 그림일기,이미 계정이 있다고 나오고ㅜ 이메일로 찾기를 해보면 해당 이메일로 가입이력이 없다고 하는데ㅜ 어떻게 해야하나요?,4,2.0.24
AI 그림일기,세줄로 오늘 하루를 추억할 수 있는 매력♡,5,2.0.24
AI 그림일기,그냥 저랑은 안맞네요,1,
AI 그림일기,"다양한 연령대의 짧은 에세이를 손쉽게 읽고, 공유하는 것 같아요. 감사합니다!",5,2.0.24
AI 그림일기,너무짧아..,4,2.0.24
AI 그림일기,너무 좋으네요,5,2.0.24
AI 그림일기,마음을 만져주는 앱인것같아요.,5,2.0.24
AI 그림일기,"삶에대한 좋은공부, 하루하루 되돌아볼수있는 좋은친구가 될것같습니다",5,2.0.24
AI 그림일기,안녕하세요! 세줄일기를 잘 쓰고 있는 유저입니다. 매번 혼자서 일기를 쓰다가 이번에 처음으로 친구와 함께 같이 쓰는 일기를 작성하게 되었는데요. 일기를 쓰기에 세줄로는 부족해서 숨은글에 덧붙여서 쓰는데 숨은글에 쓸 수 있는 글의 양이 너무 적게 느껴져서요.. 제발 다음 업데이트 때는 숨은글에 쓸 수 있는 양을 늘려주세요!!!!,4,2.0.24
AI 그림일기,아이들이랑 오늘 있었던 일 얘기하면서 몇자씩 기록하는게 재밌어요. 그냥 물어보면 대답 안하다가도 세줄일기 써줄게 하면 고민하는 표정 짓기도 해서 귀여워요. 아쉬운 점은 개발자께서 욕심이 없으신지.. 카톡 등으로 공유할때 그림으로만 공유되고 어플 설치를 유도 안하시네요?? ㅋㅋ 같이 쓰기하려고 초대하고 싶은데 그것도 못 찾겠고.. 또 아쉬운 점은 프렌즈 요금이 좀 비싼것 같아요. 등급제로 저렴한 요금제가 있다거나 pdf변환 단발성 지불 같은게 있으면 세줄일기가 더 편안히 느껴지지 않을까 싶습니다,4,2.0.24
AI 그림일기,그 같이쓰는 일기의 사람수를 높여주세용 최대10명까지아님 정할수있게...부탁드립니다.. 제 무리가 9명이라...,4,2.0.24
AI 그림일기,정기결제권취소해주세요,5,2.0.24
AI 그림일기,같이쓰는 일기 통으로 삭제하는 방법은 없나요?,4,2.0.24
AI 그림일기,훌륭한 앱입니다,5,2.0.24
AI 그림일기,좋네요 다시는 돌아오지 않을 내 시간들을 위해서,5,2.0.24
AI 그림일기,책으로 발간 할 수 있나요?,4,2.0.24
AI 그림일기,제가 세줄일기를 네이버 아이디로 가입했었는데 그 네이버 아이디를 탈퇴했어요. 근데 어쩌다가 다른 기기로 세줄일기 로그인 하려고 했는데 비밀번호가 기억이 안 나서 비밀번호 찾기를 했더니 그 가입할 때 쓴 이메일로 메일을 보내더라구요... 그래서 지금 로그인을 못하고 있어요 ㅠㅠ 비밀번호를 다른 메일로 전송해줄 수는 없는 건가요 ㅠㅠ...?,4,2.0.24
AI 그림일기,좋아요^^,5,2.0.24
AI 그림일기,혹시 일기내용 백업도 가능한가요?~?,4,2.0.24
AI 그림일기,일기책 삭제는 안되나요? 삭제하는 방법을 전허 모르겠네요...,3,2.0.24
AI 그림일기,너무 실용적이다 좋다,5,2.0.24
AI 그림일기,아이와 하루하루 뭐했는지 자꾸 까먹어 안타까웠는데 이걸 알고 매일매일 쓰고 있어요~ 좀더 빨리 알았음 좋았을껄..,5,2.0.24
AI 그림일기,따뜻함...내가,5,2.0.24
AI 그림일기,세줄은 길기도하고 짧기도하네요..,3,2.0.24
AI 그림일기,"자신의 이야기와 감정을 일기로,그것도 하나의 사진과 스티커, 세줄의 글로만 나타낸다는 것이 독특하고 재밌었어요! 덕분에 세줄일기 프렌즈도 등록하고 앞으로 쭉 잘 쓸 것 같네요 ㅎㅎ 감성 갤러리에 있는 사진들과 스티커만 차차 늘려주시면 정말 만족할 것 같네요. 세줄일기 관리자분들 화이팅하세요!",5,2.0.24
AI 그림일기,리뷰라는걸 특히 어플리뷰는 단 한번도 써본적이 없는데 리뷰써달라는 팝업창이 다른어플들과는 다르게 떠서 거절할수가 없었습니다 연애하면서 흔한 커플앱 쓰고싶지 않아서 찾다가 발견했네요 가끔 3줄 넘어가서 아쉽긴 하지만 그래도 충분하구요 편지받는 느낌이라 함께쓰는 일기도 좋고 추억 저장용으로도 좋아요 추천합니다😁,5,2.0.24
AI 그림일기,삭제나 수정은 어떻게하나요? 사용방법이 익숙하지않아서인지 느린 것 같고 편안하지않네요,3,2.0.24
AI 그림일기,좋아요 다른분 세줄일기들을 통해 또다른 나를 느끼는것도 좋구요,5,
AI 그림일기,좋아요,5,2.0.24
AI 그림일기,광고 보구 사용해보고 싶어서 지금 앱 다운 받았는데요♡♡ 저는 이 앱을 처음 다운 받았음에두 불구하고 계정이 있다고 떠요ㅠ 어찌해야 할까요?,5,2.0.24
AI 그림일기,"아직은 잘 모르겠으나, 느낌이 참 좋아요",5,2.0.24
AI 그림일기,작은 노력으로 긍정기운 심어주는 앱,5,2.0.24
AI 그림일기,매일세줄로 나의 일상기록남길수 있어 감사드립니다,5,2.0.24
AI 그림일기,간단한 나의기록이 좋음,5,2.0.24
AI 그림일기,굿국,5,2.0.24
